NAME,ADDRESS,ZIPCODE,CITY,STATE,COUNTRY,result_num,osm_id,display_na,category,type,lat,long
Flexential,9417 Corporate Lake Drive,33634,Tampa,Florida,USA,0,12112380995,"Flexential Tampa - West, 9417, Corporate Lake Drive, Tampa, Hillsborough County, Florida, 33634, United States",place,house,28.0372991,-82.5399781
Vantage Data Centers,737 Mathew St,95050,Santa Clara,California,USA,0,1314010354,"Santa Clara (CA2) Data Center Campus, 737, Mathew Street, Santa Clara, Santa Clara County, California, 95051, United States",building,yes,37.36409,-121.9469487
Digital Realty,44372 Round Table Plaza,20147,Ashburn,Virginia,USA,0,701923202,"Digital Realty, 44372, Round Table Plaza, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.00649395,-77.46698155
Lumen,5705 Industrial Parkway,92407,San Bernardino,California,USA,0,7200830,"Industrial Parkway, San Bernardino, San Bernardino County, California, 92407, United States",highway,secondary,34.1794718,-117.3497335
365 Data Centers,32 6th Ave,10013,New York,New York,USA,0,2565708180,"32, 6th Avenue, Tribeca, Manhattan, New York County, City of New York, New York, 10013, United States",place,house,40.7200838,-74.0049886
Digital Realty,2825-2845 Lafayette St,95054,Santa Clara,California,USA,0,209087393,"2825, Lafayette Street, Santa Clara, Santa Clara County, California, 95054, United States",building,yes,37.37286995,-121.946796
Amazon AWS,45900-45950 Pathfinder Plz,20165,Sterling,Virginia,USA,0,701924667,"Amazon IAD90, 45900, Pathfinder Plaza, Sterling, Loudoun County, Virginia, 20166, United States",building,data_center,38.98860285,-77.41165189
Microsoft,5200 Rogers Rd,78251,San Antonio,Texas,USA,0,364289077,"Microsoft, 5200, Rogers Road, San Antonio, Bexar County, Texas, 78251, United States",building,data_center,29.48105375,-98.69662771
Amazon AWS,79536 Rippee Rd,97818,Boardman,Oregon,USA,0,9719239113,"79536, Rippee Road, Port of Morrow, Boardman, Morrow County, Oregon, 97818, United States",place,house,45.8408132,-119.6550502
Lumen,1150 Regal Row,75247,Dallas,Texas,USA,0,465032484,"1150, Regal Row, Dallas, Dallas County, Texas, 75247, United States",building,commercial,32.82799115,-96.88437864
Menlo Equities,43790 Devin Shafron Dr,20147,Ashburn,Virginia,USA,0,460175672,"AWS Building E, 43790, Devin Shafron Drive, Loudoun Station, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.00505155,-77.48561247
Amazon AWS,4636 Cosgray Rd,43026,Hilliard,Ohio,USA,0,1299444741,"Cosgray Road, Hilliard, Norwich Township, Franklin County, Ohio, 43026, United States",highway,secondary,40.0341222,-83.1784541
Hivelocity,250 Williams Street NW,30303,Atlanta,Georgia,USA,0,630696901,"250, Williams Street Northwest, Hotel District, Atlanta, Fulton County, Georgia, 30308, United States",place,house,33.76163914,-84.39064994
Lumen,54 Meadow Street,6519,New Haven,Connecticut,USA,0,9021781000,"54, Meadow Street, Long Wharf, New Haven, South Central Connecticut Planning Region, 06519, United States",place,house,41.2998773,-72.9262862
CyrusOne Data Centers,229 West 7th St.,45202,Cincinnati,Ohio,USA,0,46128119,"CyrusOne, 229, West 7th Street, Betts-Longworth Historic District, West End, Cincinnati, Hamilton County, Ohio, 45202, United States",building,yes,39.1027886,-84.51792286
Westelcom,130 Park Place,13601,Watertown,New York,USA,0,8784022545,"130, Park Place, City of Watertown, Jefferson County, New York, 13601, United States",place,house,43.9747506,-75.9135455
Iron Mountain Data Centers,6301 Winchester Ave.,64133,Kansas City,Missouri,USA,0,18519957,"6301, Winchester Avenue, Kansas City, Jackson County, Missouri, 64133, United States",place,house,39.01094447,-94.50460935
Recovery Site Logistics DR Center,2965 N. High,43235,Columbus,Ohio,USA,0,346116662,"Ohio State School for the Blind, 5220, North High Street, Clintonville, Columbus, Sharon, Franklin County, Ohio, 43214, United States",amenity,school,40.06880085,-83.01371965
Lumen,155 Locust Street,6114,Hartford,Connecticut,USA,0,9918236044,"155, Locust Street, Coltsville Historic District, Hartford, Connecticut, 06114, United States",place,house,41.7450929,-72.6651517
Digital Realty,720 2nd Street,94607,Oakland,California,USA,0,377378597,"720, 2nd Street, Jack London Square, Downtown Oakland, Oakland, Alameda County, California, 94607, United States",building,yes,37.7992148,-122.2829762
"Provdotnet, LLC",304 Carpenter St,2909,Providence,Rhode Island,USA,0,19396991,"304, Carpenter Street, Federal Hill, Olneyville, Providence, Providence County, Rhode Island, 02909, United States",place,house,41.81755523,-71.4308468
Vantage Data Centers,22318 Glenn Drive,20164,Sterling,Virginia,USA,0,8810779,"22318, Glenn Drive, Sterling, Loudoun County, Virginia, 20164, United States",place,house,38.99778301,-77.42810064
Quest Technology Management,9000 Foothills Blvd,95765,Roseville,California,USA,0,1049264988,"Foothills Boulevard, Roseville, Placer County, California, 95678, United States",highway,primary,38.7716757,-121.3127937
DLS Internet Services,950 E. Oak Street,60156,Lake in the Hills,Illinois,USA,0,664013702,"950, East Oak Street, Lake in the Hills, McHenry County, Illinois, 60156, United States",place,house,42.19013095,-88.30889498
Digital Realty,43881 Devin Shafron Drive,20147,Ashburn,Virginia,USA,0,300969616,"Digital Realty Building B, 43881, Devin Shafron Drive, Loudoun Station, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.00202325,-77.48334695
Microsoft,550 White Crane Rd,50265,Des Moines,Iowa,USA,0,691260993,"550, Southeast White Crane Road, West Des Moines, Polk County, Iowa, 50265, United States",place,house,41.51497801,-93.71009936
Plano Data Center | Global IP Networks,1009 Jupiter Rd,75074,Plano,Texas,USA,0,419009804,"Jupiter Road, Plano, Collin County, Texas, 75074, United States",highway,secondary,33.0342486,-96.6819914
Segra,3101 International Airport Drive,28208,Charlotte,North Carolina,USA,0,16689459,"3101, International Airport Drive, Charlotte, Mecklenburg County, North Carolina, 28208, United States",place,house,35.193407,-80.938014
ColoCrossing,530 W. 6th Street,90014,Los Angeles,California,USA,0,1036488639,"530, West 6th Street, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States",place,house,33.73884114,-118.288639
"Downtown Properties Holdings, LLC",5001 S. Soto Street,90058,Vernon,California,USA,0,398776446,"South Soto Street, Vernon, California, 90058, United States",highway,secondary,34.0144216,-118.2199244
SoftLayer,1950 N. Stemmons Freeway,75207,Dallas,Texas,USA,0,28544618,"Equinix Infomart, 1950, North Stemmons Freeway, Dallas, Dallas County, Texas, 75207, United States",building,yes,32.80096595,-96.819523
"Datotel, LLC",710 North Tucker Blvd,63101,St. Louis,Missouri,USA,0,10257988107,"Maxar, 710, North Tucker Boulevard, Downtown West, Saint Louis, Missouri, 63101, United States",office,company,38.6326172,-90.1959473
Lumen,200 N LaSalle St,60601,Chicago,Illinois,USA,0,5001430218,"Injury Lawyer Scott DeSalvo, 200, North LaSalle Street, Loop, Chicago, Cook County, Illinois, 60601, United States",office,lawyer,41.8861197,-87.6329999
Colliers International,1505 5th Ave,98101,Seattle,Washington,USA,0,363046824,"1505 5th Avenue, Pike Street, Central Business District, Belltown, Seattle, King County, Washington, 98101, United States",building,retail,47.610777,-122.3361065
Amazon AWS,22630 Dulles Summit Ct,20166,Sterling,Virginia,USA,0,299929061,"Amazon IAD-12, 22630, Dulles Summit Court, Sterling, Loudoun County, Virginia, 20166, United States",building,data_center,38.98872415,-77.44766185
Unite Private Networks,3830 Singer Blvd NE,87109,Albuquerque,New Mexico,USA,0,480941194,"3830, Singer Boulevard Northeast, Albuquerque, Bernalillo County, New Mexico, 87109, United States",place,house,35.14460831,-106.6026693
365 Data Centers,350 Main St.,14202,Buffalo,New York,USA,0,49272726,"Main Place Tower, 350, Main Street, Downtown, Buffalo, Erie County, New York, 14203, United States",building,commercial,42.8836357,-78.87568862
1623 Farnam,1623 Farnam Street,68102,Omaha,Nebraska,USA,0,818167571,"1623 Farnam, 1623, Farnam Street, Omaha, Douglas County, Nebraska, 68106, United States",building,office,41.2572884,-95.93784942
Digital Realty,900-908 Quality Way,75081,Richardson,Texas,USA,0,870559043,"Quality Way, Digital Realty, Richardson, Dallas County, Texas, 75081, United States",highway,unclassified,32.9667896,-96.7097961
EdgeConneX,6327 NW Evergreen Pkwy,97124,Hillsboro,Oregon,USA,0,600467609,"Northeast Evergreen Parkway, Hillsboro, Washington County, Oregon, 97129, United States",highway,secondary,45.548134,-122.9073084
ISCorp,10235 N. Port Washington Rd,53092,Mequon,Wisconsin,USA,0,1102896811,"10235, North Port Washington Road, Mequon, Ozaukee County, Wisconsin, 53092, United States",place,house,43.20588816,-87.92440084
Lumen,3201 Falling Leaf Ct,65201,Columbia,Missouri,USA,0,18347421,"3201, Falling Leaf Court, Columbia, Columbia Township, Boone County, Missouri, 65201, United States",place,house,38.91512723,-92.29559432
Westelcom,109 South Warren Street,13202,Syracuse,New York,USA,0,158934876,"State Tower Building, 109, South Warren Street, Downtown, City of Syracuse, Onondaga County, New York, 13202, United States",building,yes,43.05016335,-76.15029957
CenterGrid,101 Knightsbridge Drive,45011,Hamilton,Ohio,USA,0,542548459,"101, Knightsbridge Drive, South Hamilton, Hamilton, Butler County, Ohio, 45011, United States",place,house,39.387063,-84.566103
OneNeck IT Solutions,8675 Concord Center Dr,80112,Englewood,Colorado,USA,0,778989332,"8675, Concord Center Drive, Englewood, Douglas County, Colorado, 80112, United States",building,yes,39.5590659,-104.8335338
Edged Energy,505 N Wildwood Dr,75061,Irving,Texas,USA,0,9953565,"505, North Wildwood Drive, Irving, Dallas County, Texas, 75061, United States",place,house,32.82115165,-96.91695078
Centrilogic,801 Main Street NW,28645,Lenoir,North Carolina,USA,0,722808823,"801, Main Street Northwest, Lenoir, Caldwell County, North Carolina, 28645, United States",place,house,35.922702,-81.542437
Firstlight Fiber,16 Cavendish Ct,3766,Lebanon,New Hampshire,USA,0,693128450,"FreshAir Sensor, 16, Cavendish Court, Centerra, Lebanon, Grafton County, New Hampshire, 03766, United States",office,research,43.67888255,-72.25614767
Digital Realty,9401 W Grand Ave,60131,Franklin Park,Illinois,USA,0,435832580,"9401, West Grand Avenue, Franklin Park, Leyden Township, Cook County, Illinois, 60131, United States",place,house,41.929356,-87.861729
Lumen,2300 Lyons Avenue,77020,Houston,Texas,USA,0,597640603,"2300, Lyons Avenue, Greater Fifth Ward, Houston, Harris County, Texas, 77020, United States",place,house,29.77158204,-95.34648801
Vantage Data Centers,19509 Belmont Ridge Road,20147,Ashburn,Virginia,USA,0,50186120,"Belmont Ridge Road, Ashburn, Loudoun County, Virginia, 20147, United States",highway,primary,39.0375219,-77.5225757
Vision Net,1030 Central Ave,59102,Billings,Montana,USA,0,278728169,"1030, Central Avenue, East Central, Billings, Yellowstone County, Montana, 59102, United States",place,house,45.76971372,-108.5426613
Lumen,165 Halsey St,7102,Newark,New Jersey,USA,0,11618800,"165, Halsey Street, Teachers Village, Newark, Essex County, New Jersey, 07102, United States",place,house,40.73681926,-74.17340189
IronGate Data Centers,401 Bielenberg Dr,55125,Woodbury,Minnesota,USA,0,1086002956,"401, Bielenberg Drive, Woodbury, Washington County, Minnesota, 55125, United States",place,house,44.94393612,-92.95418824
Lumen,612 W Main St,53703,Madison,Wisconsin,USA,0,220490387,"Sunkist Building, 612, West Main Street, The Yards, Bassett, Madison, Dane County, Wisconsin, 53715, United States",building,commercial,43.0677768,-89.39227309
Amazon AWS,7505 Mason King Ct,20109,Manassas,Virginia,USA,0,45776988,"Amazon IAD7, 7505, Mason King Court, Manassas, Prince William County, Virginia, 20109, United States",building,data_center,38.7912098,-77.53826855
Key Information Systems,30077 Agoura Ct,91301,Agoura Hills,California,USA,0,13396082,"Agoura Court, Agoura Hills, California, 91301, United States",highway,unclassified,34.1456334,-118.7771015
Quinby Building,650 South Grand Avenue,90017,Los Angeles,California,USA,0,2553875732,"650, South Grand Avenue, Jewelry District, Downtown, Los Angeles, Los Angeles County, California, 90017, United States",place,house,34.0474283,-118.256409
Cybercon.com,210 N. Tucker Blvd.,63101,Saint Louis,Missouri,USA,0,42323063,"Digital Realty St. Louis Data Center, 210, North Tucker Boulevard, Downtown, Saint Louis, Missouri, 63101, United States",building,yes,38.62926175,-90.19718724
The Computer Company Inc.,15 Commerce Drive,6416,Cromwell,Connecticut,USA,0,8915179203,"15, Commerce Drive, Cromwell, Lower Connecticut River Valley Planning Region, Connecticut, 06416, United States",place,house,41.6317907,-72.6777949
Digital Realty,760 Doug Davis Dr,30354,Atlanta,Georgia,USA,0,278560778,"Digital Realty Data Center, 760, Doug Davis Drive, Atlanta, Fulton County, Georgia, 30354, United States",building,yes,33.6569799,-84.41510542
Volico Data Center,36 NE 2nd St,33132,Miami,Florida,USA,0,4761806199,"36, Northeast 2nd Street, Torch of Friendship, Miami, Miami-Dade County, Florida, 33132, United States",place,house,25.7758419,-80.1929625
Lumen,715 N 2nd Street,55401,Minneapolis,Minnesota,USA,0,35382621,"715, North 2nd Street, Minneapolis, Hennepin County, Minnesota, 55401, United States",place,house,44.98867279,-93.27616615
Centersquare,2403 Walsh Ave.,95051,Santa Clara,California,USA,0,460159928,"2403, Walsh Avenue, Santa Clara, Santa Clara County, California, 95054, United States",building,data_center,37.3705116,-121.9698466
Got.Net,303 Potrero St.,95060,Santa Cruz,California,USA,0,34322077,"40, 303, Potrero Street, River Street Commercial District, Downtown, Santa Cruz, Santa Cruz County, California, 95060, United States",building,commercial,36.9821846,-122.0309998
Centersquare,375 Riverside Pkwy,30122,Lithia Springs,Georgia,USA,0,713410334,"Centersquare Atlanta ATL1, 375, Riverside Parkway, Lithia Springs, Douglas County, Georgia, 30122, United States",building,yes,33.7440486,-84.58128286
Unknown Company,200 SE 1st Street,33131,Miami,Florida,USA,0,6085440629,"200, Southeast 1st Street, Torch of Friendship, Miami, Miami-Dade County, Florida, 33131, United States",place,house,25.7733112,-80.1900581
Equinix,22175 Beaumeade Circle,20147,Ashburn,Virginia,USA,0,796933516,"Equinix DC21, 22175, Beaumeade Circle, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.0116927,-77.45463038
Paul Bunyan Communications,1831 Anne St NW,56601,Bemidji,Minnesota,USA,0,1116084120,"1831, Anne Street Northwest, Bemidji, Beltrami County, Minnesota, 56601, United States",place,house,47.50517789,-94.907721
Flexential,744 Roble Rd,18109,Allentown,Pennsylvania,USA,0,296374269,"Flexential Allentown data center, 744, Roble Road, Allentown, Lehigh County, Pennsylvania, 18109, United States",building,yes,40.6356953,-75.45757328
Netrality,1102 Grand Ave.,64106,Kansas City,Missouri,USA,0,18536267,"Grand Avenue, South Plaza, Country Club Plaza, Kansas City, Jackson County, Missouri, 64112, United States",highway,residential,39.0347537,-94.585023
Equinix,1905 Lunt Avenue,60007,Elk Grove Village,Illinois,USA,0,377032061,"Equinix Chicago CH3, 1905, Lunt Avenue, Elk Grove Village, Elk Grove Township, Cook County, Illinois, 60007, United States",building,data_center,42.00107525,-87.95526507
Lumen,500 B. Chicon Street,78702,Austin,Texas,USA,0,1096769895,"Chicon Street, Blackshear-Prospect Hill, Austin, Travis County, Texas, 78702, United States",highway,tertiary,30.2672139,-97.7199786
Equinix,41 Alexander Road,1821,Billerica,Massachusetts,USA,0,149569969,"41;43, Alexander Road, Billerica, Middlesex County, Massachusetts, 01803, United States",building,yes,42.5506457,-71.21527959
Ark Data Centers,3401 Technology Drive,55811,Duluth,Minnesota,USA,0,668780580,"Technology Drive, Duluth, Saint Louis County, Minnesota, 55811, United States",highway,service,46.826768,-92.1329642
TierPoint,23017 E. Mission Avenue,99019,Liberty Lake,Washington,USA,0,678960912,"23017, East Mission Avenue, Liberty Lake, Spokane County, Washington, 99019, United States",place,house,47.67137018,-117.0948362
Amazon AWS,14209 Dumfries Rd,20112,Manassas,Virginia,USA,0,538606962,"14209, Dumfries Road, Walton, Manassas, Prince William County, Virginia, 20112, United States",building,house,38.6464607,-77.44363625
Lumen,639 Loyola,70113,New Orleans,Louisiana,USA,0,328669262,"Entergy Tower, 639, Loyola Avenue, Storyville, New Orleans, Orleans Parish, Louisiana, 70113, United States",building,yes,29.9489047,-90.07681645
Lumen,1101 E 9th St,76102,Fort Worth,Texas,USA,0,497013369,"1101, East 9th Street, Downtown Fort Worth, Fort Worth, Tarrant County, Texas, 76102, United States",building,industrial,32.7554632,-97.32155516
Acorn Technology Services,1960 Chicago Ave,92507,Riverside,California,USA,0,1134119822,"1960, Chicago Avenue, Riverside, Riverside County, California, 92501, United States",building,commercial,33.99343955,-117.3478496
Meta,1510 E Gurler Rd,60115,DeKalb,Illinois,USA,0,1035457781,"Gurler Road, Pierce Township, DeKalb County, Illinois, 60150, United States",highway,residential,41.893346,-88.65585
Simply Bits LLLC,5225 N. Sabino Canyon,85750,Tucson,Arizona,USA,0,854706578,"SimplyBits, 5225, North Sabino Canyon Road, Tucson, Pima County, Arizona, 85750, United States",office,isp,32.30219575,-110.8245459
Scott Technology Center,6825 Pine St.,68106,Omaha,Nebraska,USA,0,175843857,"6825, Pine Street, Aksarben, Omaha, Douglas County, Nebraska, 68106, United States",place,house,41.24366021,-96.01721373
Amazon AWS,5915 Wellington Rd,20155,Gainesville,Virginia,USA,0,20438808,"Wellington Road, Lakeview, Gainesville, Prince William County, Virginia, 20155, United States",highway,secondary,38.7894449,-77.6092057
Everstream,1515 Turf Lane,48823,East Lansing,Michigan,USA,0,232647162,"Turf Lane, East Lansing, Clinton County, Michigan, 48912, United States",highway,unclassified,42.7700815,-84.5042656
Crown Castle,60 Hudson Street,10013,New York,New York,USA,0,250052732,"60 Hudson Street, 60, Hudson Street, Tribeca, Manhattan, New York County, City of New York, New York, 10014, United States",building,yes,40.7176412,-74.00827524
Vantage Data Centers,45 S Bullard Ave,85338,Goodyear,Arizona,USA,0,1283734104,"Microsoft, 45, South Bullard Avenue, Goodyear, Maricopa County, Arizona, 85338, United States",building,yes,33.44645565,-112.3738845
"NaviSite, Inc.",1301 Fannin Street,77002,Houston,Texas,USA,0,7628518939,"Landdox, 1301, Fannin Street, Houston, Harris County, Texas, 77002, United States",office,it,29.7534112,-95.3656725
CyberOne Data,141 Market Ave,54469,Port Edwards,Wisconsin,USA,0,6575370,"141, Market Avenue, Port Edwards, Wood County, Wisconsin, 54469, United States",place,house,44.342826,-89.8594356
Lumen,1206 May Street,48906,Lansing,Michigan,USA,0,17812814,"1206, May Street, Old Town, Lansing, Ingham County, Michigan, 48906, United States",place,house,42.74218761,-84.53463274
DataBank,5101 Lafayette Street,95054,Santa Clara,California,USA,0,415821567,"5101, Lafayette Street, Santa Clara, Santa Clara County, California, 95050, United States",place,house,37.40658207,-121.9667422
Amazon AWS,44854-44862 Interconnection Plz,20147,Ashburn,Virginia,USA,0,463571875,"Amazon IAD78, 44854, Interconnection Plaza, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.0263681,-77.44952023
Lumen,818 W. 7th Street,90017,Los Angeles,California,USA,0,13354779,"818, West 7th Street, San Pedro, Los Angeles, Los Angeles County, California, 90731, United States",place,house,33.7379551,-118.2950326
Amazon AWS,6665 Crosby Court,43016,Dublin,Ohio,USA,0,1297217752,"Crosby Court, Dublin, Washington Township, Franklin County, Ohio, 43002, United States",highway,unclassified,40.1060367,-83.1989981
QTS Data Centers,11234 NW 20th St.,33172,Miami,Florida,USA,0,255489281,"11234, Northwest 20th Street, Sweetwater, Miami-Dade County, Florida, 33172, United States",building,yes,25.79153285,-80.37955958
1547 Critical Systems Realty,324 E Wisconsin Ave,53202,Milwaukee,Wisconsin,USA,0,53216745,"Wells Building, 324, East Wisconsin Avenue, Historic Financial District, Juneautown, Downtown, Milwaukee, Milwaukee County, Wisconsin, 53202, United States",historic,building,43.0389885,-87.90693794
Windstream,929 Mason Avenue,40204,Louisville,Kentucky,USA,0,333481440,"929, Mason Avenue, Louisville, Jefferson County, Kentucky, 40204, United States",building,yes,38.2422791,-85.73747642
Automated Results,28772 Rosman,28772,North Carolina,USA,,0,179004,"Rosman, Transylvania County, North Carolina, United States",boundary,administrative,35.1436895,-82.8220186
Lumen,375 Promenade Street,2908,Providence,Rhode Island,USA,0,19377102,"375, Promenade Street, Downtown, Providence, Providence County, Rhode Island, 02908, United States",place,house,41.82958412,-71.42519365
SoftLayer,855 Greens Parkway,77067,Houston,Texas,USA,0,99528575,"Greens Parkway, North Houston District, Houston, Harris County, Texas, 77067, United States",highway,tertiary,29.9441877,-95.4238841
Lumen,1514 Chandler Road West,68147,Bellevue,Nebraska,USA,0,14206597,"1514, Chandler Road West, Bellevue, Sarpy County, Nebraska, 68147, United States",place,house,41.18378628,-95.93644456
Lumen,811 South 16th Street,85034,Phoenix,Arizona,USA,0,131890989,"CenturyLink, 811, South 16th Street, Central City, Phoenix, Maricopa County, Arizona, 85034, United States",building,yes,33.4397652,-112.0469379
Microsoft,13490 University Blvd,20136,Gainesville,Virginia,USA,0,78139989,"University Boulevard, Gainesville, Prince William County, Virginia, 20155, United States",highway,secondary,38.8007904,-77.5852212
Skybox Datacenters,6800 Communications Pkwy,75075,Plano,Texas,USA,0,1175149554,"Communications Parkway, Plano, Collin County, Texas, 75024, United States",highway,tertiary,33.0764496,-96.8282903
Amazon AWS,80937 Powerline Rd,97882,Umatilla,Oregon,USA,0,627244607,"Powerline Road, Umatilla County, Oregon, 97838, United States",highway,residential,45.832542,-119.3422765
Colocation America,60 Hudson Street,10013,New York,New York,USA,0,250052732,"60 Hudson Street, 60, Hudson Street, Tribeca, Manhattan, New York County, City of New York, New York, 10014, United States",building,yes,40.7176412,-74.00827524
Deft,2200 Busse Rd,60007,Elk Grove Village,Illinois,USA,0,128499684,"Digital Realty CH1, 2200, Busse Road, Elk Grove Village, Elk Grove Township, Cook County, Illinois, 60007, United States",building,data_center,41.9942301,-87.96223157
LightEdge,7000 Burleson Road,78744,Austin,Texas,USA,0,3825309924,"7000, Burleson Road, Martinshore, Austin, Travis County, Texas, 78744, United States",place,house,30.200528,-97.7066468
Element Critical,341 Haynes Dr,60191,Wood Dale,Illinois,USA,0,377212693,"Element Critical CH2, 341, Haynes Drive, Wood Dale, Addison Township, DuPage County, Illinois, 60191, United States",building,data_center,41.97422775,-87.96717559
Lumen,1000 Denny Way,98109,Seattle,Washington,USA,0,231664575,"The Seattle Times, 1000, Denny Way, South Lake Union, Belltown, Seattle, King County, Washington, 98109, United States",office,newspaper,47.6191101,-122.3365314
Core Scientific,8171 Jim Christal Rd,76207,Denton,Texas,USA,0,1193751397,"Jim Christal Road, Denton, Denton County, Texas, 76203, United States",highway,tertiary,33.2193142,-97.186233
"ISOMEDIA, Inc.",15400 SE Place,98007,Bellevue,Washington,USA,0,3884179798,"Securitas USA Security Services, 3633, 136th Place Southeast, Eastgate, Bellevue, King County, Washington, 98006, United States",office,yes,47.5788112,-122.1566158
Amazon AWS,44862 Interconnection Plz,20147,Ashburn,Virginia,USA,0,596690174,"Amazon IAD80, 44862, Interconnection Plaza, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.02710865,-77.45282885
Equinix,22165 Beaumeade Circle,20147,Ashburn,Virginia,USA,0,1038916843,"Beaumeade Circle, Ashburn, Loudoun County, Virginia, 20147, United States",highway,unclassified,39.0144197,-77.4527053
H5 Data Centers,325 Hudson St,10013,New York,New York,USA,0,9718458822,"Village of Cornwall-on-Hudson, 325, Hudson Street, Village of Cornwall-on-Hudson, Town of Cornwall, Orange County, New York, 12520, United States",office,government,41.4436898,-74.0215521
Netrality,210 N Tucker,63101,St. Louis,Missouri,USA,0,42323063,"Digital Realty St. Louis Data Center, 210, North Tucker Boulevard, Downtown, Saint Louis, Missouri, 63101, United States",building,yes,38.62926175,-90.19718724
TierPoint,601 W. Polk St.,60607,Chicago,Illinois,USA,0,210258566,"601, West Polk Street, Chicago, West Chicago Township, Cook County, Illinois, 60607, United States",building,yes,41.87160615,-87.64306966
Centersquare,200 N. Nash St,90245,El Segundo,California,USA,0,424945736,"200, North Nash Street, El Segundo, California, 90245, United States",building,data_center,33.9176631,-118.3863556
CloudHQ,10100 Harry J Parrish Boulevard,20110,Manassas,Virginia,USA,0,1198161575,"10100, Harry J Parrish Boulevard, Great Oak, Manassas, Prince William County, Virginia, 20110, United States",place,house,38.724167,-77.501907
"American Business Continuity Centers, LLC.",11 Skyline Dr.,10532,Hawthorne,New York,USA,0,322170541,"11, Skyline Drive, Town of Mount Pleasant, Westchester County, New York, 10532, United States",building,yes,41.0883218,-73.81546462
DataBank,6900 S. Peoria Street,80112,Centennial,Colorado,USA,0,292506452,"zColo by Zayo, 6900, South Peoria Street, Centennial, Arapahoe County, Colorado, 80112, United States",building,yes,39.591322,-104.8470457
Digital Realty,60 Hudson Street,10013,New York,New York,USA,0,250052732,"60 Hudson Street, 60, Hudson Street, Tribeca, Manhattan, New York County, City of New York, New York, 10014, United States",building,yes,40.7176412,-74.00827524
Equinix,21701 Filigree Court,20147,Ashburn,Virginia,USA,0,298127361,"Equinix DC5, 21701, Filigree Court, Ashburn, Loudoun County, Virginia, 20147, United States",building,data_center,39.016039,-77.46117289
"Optic Fusion, Inc.",2001 6th Ave,98121,Seattle,Washington,USA,0,223928497,"Westin Building, 2001, 6th Avenue, Central Business District, Belltown, Seattle, King County, Washington, 98121, United States",building,commercial,47.61435475,-122.3388637
ScaleMatrix,5775 Kearny Villa Rd,92123,San Diego,California,USA,0,31802558,"5775, Kearny Villa Road, Kearny Mesa, San Diego, California, 92123, United States",building,yes,32.83772875,-117.132639
DataBank,25 Corporate Place South,8854,Piscataway,New Jersey,USA,0,588275319,"25, Corporate Place South, Newtown, Piscataway Township, Middlesex County, New Jersey, 08854, United States",place,house,40.549467,-74.45588907
Nautilus Data Technologies,51 Main St,4430,East Millinocket,Maine,USA,0,11469085,"Main Street, East Millinocket, Penobscot County, Maine, 04430, United States",highway,residential,45.6243381,-68.5696895
TierPoint,13701 Independence,76177,Fort Worth,Texas,USA,0,507673452,"13701, Independence Parkway, Fort Worth, Tarrant County, Texas, 76262, United States",building,yes,32.97993875,-97.25218632
Cologix,4800 Spring Park Road,32207,Jacksonville,Florida,USA,0,5171014532,"The Scarlett Group, 4800, Spring Park Road, Englewood, Jacksonville, Duval County, Florida, 32207, United States",office,it,30.2732365,-81.6139148
Northland Communications,500 South Salina Street,13202,Syracuse,New York,USA,0,157482229,"500 Building, 500, South Salina Street, Armory Square, City of Syracuse, Onondaga County, New York, 13202, United States",building,yes,43.0438209,-76.15243792
"Dacentec, Inc",801 Main Street NW,28645,Lenoir,North Carolina,USA,0,722808823,"801, Main Street Northwest, Lenoir, Caldwell County, North Carolina, 28645, United States",place,house,35.922702,-81.542437
Lumen,953 Donnelly Ave SW,30310,Atlanta,Georgia,USA,0,271306288,"953, Donnelly Avenue Southwest, Atlanta, Fulton County, Georgia, 30310, United States",building,yes,33.72848975,-84.41876685
Forethought.net,2347 Curtis St,80205,Denver,Colorado,USA,0,327462376,"2347, Curtis Street, Five Points, Denver, Colorado, 80205, United States",building,commercial,39.75455645,-104.9856996
Colocation America,1808 Swift Dr.,60523,Oak Brook,Illinois,USA,0,22085322,"1808, Swift Drive, Oak Brook, DuPage County, Illinois, 60523, United States",place,house,41.85429574,-87.92214194
ScaleMatrix,8324 Baymeadows Way,32256,Jacksonville,Florida,USA,0,8691463858,"8324, Baymeadows Way, Jacksonville, Duval County, Florida, 32256, United States",place,house,30.2167346,-81.5815109
SMS Datacenter,2525 Main Street,92614,Irvine,California,USA,0,1080365557,"2525, Main Street, Irvine Business Complex, Irvine, Orange County, California, 92614, United States",building,yes,33.6831045,-117.8434886
Netrality,701 West Henry Street,46225,Indianapolis,Indiana,USA,0,10284097181,"701, West Henry Street, Old Southside, Indianapolis, Marion County, Indiana, 46225, United States",place,house,39.7595371,-86.1709558
Lumen,6805 Pine St,68106,Omaha,Nebraska,USA,0,175843857,"6805, Pine Street, Aksarben, Omaha, Douglas County, Nebraska, 68106, United States",place,house,41.24366324,-96.01682555
